season_epi_code,pitched_business_identifier,pitched_business_desc,deal_status,deal_shark,deal,description,episode,category,entrepreneurs,location,website,asked_for,exchange_for_stake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode_season,multiple_entrepreneurs
501,Lynnae's Gourmet Pickles,specialty pickles . specialty pickles,0,,,,,,,,,,,,,,,,,,,,
501,Postcard on the Run,a mobile app for sending postcards . a mobile app for sending postcards,1,RH,True,An easy-to-use mobile app that allows you to take a photograph from your phone and instantly send it as a real printed postcard.,1.0,Online Services,,"Los Angeles, CA",http://www.postcardontherun.com,300000.0,5.0,6000000.0,5.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Postcard on the Run,5-1,False
501,RoloDoc,a system for upgrading communication between patients and medical professionals . a system for upgrading communication between patients and medical professionals,0,,False,A social network for the medical community.,1.0,Online Services,Richard and Albert Amini,"Tucson, AZ",http://rolodoc.com,50000.0,20.0,250000.0,5.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,RoloDoc,5-1,True
501,Sweet Ballz,cake balls . cake balls,1,BC+MC,True,Cake balls produced for the mass market and retailing at convenience stores.,1.0,Specialty Food,,"Dallas, TX",http://www.sweetballz.com,250000.0,10.0,2500000.0,5.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Sweet Ballz,5-1,False
426,Ryan's Barkery,all-natural dog treats ,1,BC,True,"Now doing business as Ry's Ruffery, this business started after Ryan's family adopted a rescue beagle. The family was taken aback by the poor quality of some of the dog treats on the market, and decided to make a better dog biscuit. Ryan, then 10 years old, took initiative to talk to veterinarians and test new flavor combinations, experimenting with his mom's help. Once they settled on a recipe, Ryan took to the streets to sell his doggie treats from his bike. Today, Ry's Ruffery offers three different flavors: cheddar, peanut butter, and pumpkin apple. These healthy dog treats are sold online and in pet stores across the country.",26.0,Pet Products,Ryan and Daniella Kelly,"Norwalk, CT",http://www.rysruffery.com,25000.0,25.0,100000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ryan's Barkery,4-26,True
426,Three Day Rule,an invite-only dating website . invite-only dating website,0,,False,An invite-only dating site for single professionals.,26.0,Online Services,Val Brennan,"Los Angeles, CA",https://www.threedayrule.com,200000.0,10.0,2000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Three Day Rule,4-26,False
426,Tom + Chee,a gourmet grilled cheese sandwich restaurant . gourmet grilled cheese and tomato soup restaurant,1,BC+MC,True,A chain of grilled cheese and tomato soup shops.,26.0,Specialty Food,Tru Quakenbush and Cory War,"Cincinnati, OH",http://www.tomandchee.com,600000.0,10.0,6000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tom + Chee,4-26,True
426,VerbalizeIt,a translator service . a translator service,1,KOL,True,A mobile app that connects users to professional translators on demand.,26.0,Online Services,Ryan Frankel and Kunal Sarda,"New York, NY",http://www.verbalizeit.com,250000.0,15.0,1666667.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,VerbalizeIt,4-26,True
425,Baby's Badass Burgers,a food truck company wanting to expand into a storefront ,0,,False,Baby's Badass Burgers serves gourmet burgers from its bright pink mobile food truck.,24.0,Specialty Food,Erica Cohen and Lori Barbera,"Jacksonville, FL",http://www.babysbadassburgers.com,250000.0,30.0,833333.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Baby's Badass Burgers,4-24,True
425,KaZAM,a non-pedal bike for helping children learn to ride . Kazam is a balance bike and a confidence builder for young kiddos learning how to ride. Itâ€™s designed to teach kids balance and momentum before they learn how to pedal on a traditional bike. Kazam is friendly for the 2-5 age range and a veryÂ cool alternative to training wheels.,1,BC+MC,,,,,,,,,,,,,,,,,,,
425,Pink Shutter Photobooths,party photobooths . party photobooths,1,BC,,,,,,,,,,,,,,,,,,,
425,Track Days,a potential movie idea involving motorcycle racing . a potential movie idea involving motorcycle racing,0,,False,A motorcycle-themed full-length action film.,24.0,Entertainment,James Lavitola and Brian Pitt,"Los Angeles, CA",,5000000.0,34.0,14705882.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Track Days,4-24,True
424,Mee-Ma's Louisiana Gumbo Brick,a frozen gumbo base ,1,KOL+LG,True,A fully-seasoned gumbo base in the form of a brick.,23.0,Specialty Food,Carol Foster,"Inglewood, CA",http://www.gumbobrick.com,200000.0,20.0,1000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Mee-Ma's Louisiana Gumbo Brick,4-23,False
424,MistoBox,artisan coffees from around the world delivered to your door . artisan coffees from around the world delivered to your door,1,MC,True,A subscription service that delivering an assortment of coffees for at-home brewing.,23.0,Specialty Food,Samantha Meis and Conor Riley,"Phoenix, AZ",http://www.mistobox.com,75000.0,15.0,500000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,MistoBox,4-23,True
424,Squirrel Boss,a squirrel-proof bird feeder . squirrel proof bird feeder,0,,False,A squirrel-proof birdfeeder featuring a remote control that allows the user to administer a static shock to any squirrel that happens to be on the feeder.,23.0,Pest Control,Michael J. Desanti,"Hawley, PA",http://www.squirrelboss.com,130000.0,40.0,325000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Squirrel Boss,4-23,False
424,The Vermont Butcher Block & Board Company,premium wooden kitchen products . premium wooden kitchen products,0,,,,,,,,,,,,,,,,,,,,
423,Shell Bobbers,"a shotgun shell converted into a fishing bobber . Shell Bobbers was initially an idea spawned when two best friends, Jeff and Dusty were out on a boat duck hunting. After discharging their shotgun, they noticed the empty shell floating straight up in the water. â€˜AHA!â€™. Made in the USA, Shell Bobbers comes 3 in a pack and isÂ perfect for the Bobber Fisher or even as a gift for the fishing enthusiast.",1,MC,,,,,,,,,,,,,,,,,,,
423,The Mission Belt,"a ratcheting belt . This is the belt reinvented. The Mission Belt is modern, clean and offers a perfect fit for everyone. It also comes in many color variations.Â Rather then have holes that stretch or wear over time, The Mission Belt uses a ratcheting magnet that easily sizes up or down for a more waste-unique custom fit. By the way, for each belt purchased, a dollar is donated to fight global hunger.",1,DJ,,,,,,,,,,,,,,,,,,,
423,Tremont Electric,a portable generator that uses kinetic energy to power small devices ,0,,,,,,,,,,,,,,,,,,,,
423,Wicked Good Cupcakes,"mail-order cupcakes shipped in jars . Wicked Good Cupcakes is probably all you need to say to describe these cupcakes. Moist, decadent and layered with a variety of fillings, each cupcake comes topped with Wicked Good Cupcakesâ€™ famous frosting. The cupcake is packed inside a jar, containing no preservatives and lasts up to 10 days without any sort of refrigeration. Yummy!",1,KOL,True,"Individually packaged cupcake-in-a-jar, sold in retail and shipping nationwide.",22.0,Specialty Food,Tracey Noonan and Danielle Desroches,"Cohasset, MA",https://www.wickedgoodcupcakes.com,75000.0,20.0,375000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wicked Good Cupcakes,4-22,True
422,Geek Chic,furniture for gamers . furniture for gamers,1,RH,True,Custom-built heirloom gaming furniture.,25.0,Furniture,Robert Gifford,"Everett, WA",http://geekchichq.com,100000.0,5.0,2000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Geek Chic,4-25,False
422,Jones Scones,traditional British scones . traditional British scones,0,,False,"Authentic-tasting, traditional scones made in America.",25.0,Specialty Food,J. Jones,"Denver, CO",http://www.jonesscones.com,100000.0,25.0,400000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Jones Scones,4-25,False
422,LugLess,a luggage shipping and delivery service . luggage shipping and delivery,0,,False,A door-to-door luggage shipping service for travelers to avoid the hassle of taking luggage through the airport.,25.0,Consumer Services,Brian Altomare,"New York, NY",https://www.lugless.com,100000.0,10.0,1000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,LugLess,4-25,False
422,Stella Valle,military-inspired costume jewelry . military-inspired costume jewelry,1,LG+MC,True,"Stella Valle produces a line of jewelry that embodies inner strength and self-reliance. Founded by two sisters who are veterans of the US military, their designs evoke their military background and unique aesthetic sensibilities. Balancing masculine and feminine design elements and details, this jewelry is designed for brave women who set the bar high and persist through adversity.",25.0,Women's Accessories,Paige Dellavalle and Ashley Jung,"Hillsborough, NJ",http://www.stellavalle.com,150000.0,25.0,600000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Stella Valle,4-25,True
421,Echo Valley Meats,"a gourmet meat business . Specializing in â€œold fashion butcher shopâ€ quality, Echo Valley Meats provides award winning meats out of Peoria, Illinois for the virtual gourmet online market. Its founder, Dave Alwan, is a third generation cattleman/farmer/businessman, whoâ€™s made it his mission to provide the best hams, smoked sausages, and other meats. He has traveled to Germany and Denmark to be trained by the best, and it shows! Although it primarily deals in high-quality meats, it also sells homemade cheese spreads, cinnamon roasted nuts, and cookie dough. You might have already gotten a taste of Echo Valley Meats as a product on Shark Tank, you can also go download their catalog to settle your cravings!",1,MC,True,"Echo Valley Meats is a retail, online gift catalog and catering company and is quickly becoming a household name. Premium meats, smoked hams, and award winning sausages make personal and corporate gift giving easy and full of flavor.",21.0,Specialty Food,Dave Alwan,"Bartonville, IL",http://www.echovalleymeats.com,150000.0,20.0,750000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Echo Valley Meats,4-21,False
421,Echo Valley Meats,"a gourmet meat business . Specializing in â€œold fashion butcher shopâ€ quality, Echo Valley Meats provides award winning meats out of Peoria, Illinois for the virtual gourmet online market. Its founder, Dave Alwan, is a third generation cattleman/farmer/businessman, whoâ€™s made it his mission to provide the best hams, smoked sausages, and other meats. He has traveled to Germany and Denmark to be trained by the best, and it shows! Although it primarily deals in high-quality meats, it also sells homemade cheese spreads, cinnamon roasted nuts, and cookie dough. You might have already gotten a taste of Echo Valley Meats as a product on Shark Tank, you can also go download their catalog to settle your cravings!",1,MC,True,"Echo Valley Meats is a retail, online gift catalog and catering company and is quickly becoming a household name. Premium meats, smoked hams, and award winning sausages make personal and corporate gift giving easy and full of flavor.",22.0,Specialty Food,Dave Alwan,"Bartonville, IL",http://www.echovalleymeats.com,150000.0,20.0,750000.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Echo Valley Meats,6-22,False
421,Gobie H2O,advanced filtered water bottles . advanced filtered water bottles,1,DJ,True,A water bottle with a built-in filter.,21.0,Water Bottles,Rusty Allen,"San Diego, CA",http://www.gobieh2o.com,300000.0,10.0,3000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Gobie H2O,4-21,False
421,Liddup,a cooler with interior LED lighting . a cooler with interior LED lighting,1,KOL,True,"A cooler with a built-in LED light that turns on when the lid is opened, illuminating the contents inside.",21.0,Novelties,Taylor Gwiazdon and Jayson Sandberg,"Las Vegas, NV",http://www.liddup.com,100000.0,10.0,1000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Liddup,4-21,True
421,Rootsuit,novelty cover-all costumes . novelty cover-all costumes,0,,,,,,,,,,,,,,,,,,,,
420,Drop Stop,"a device to stop objects from falling between a car seat and the center console . Ever accidentally drop a quarter or a precious curly fry in between the crevices of your car seats? Another one of Lori Grienerâ€™s heroes, Drop Stop does exactly what it says and prevents objects from annoyingly falling between those hard to reach places of your vehicle.",1,LG,True,"Drop Stop offers 100% coverage of the dreaded ""carmuter triangle"", that space in your car where your belongings and stray debris go to disappear. Of course, the ""carmuter triangle"" refers to the gap between your seat and the center console. The patented Drop Stop has a built-in slot that attaches it to the seat belt catch and keeps it securely in place, assuring full coverage of that gap even if you move your seat. Made with a high grade neoprene casing, DropStop expands or compresses to fit according to the shape of your car's seats and center console, making it a universal fit for all cars and trucks.",20.0,Automotive,Marc Newburger and Jeffrey Simon,"Los Angeles, CA",http://www.buydropstop.com,300000.0,15.0,2000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Drop Stop,4-20,True
420,Simple Sugars,"a sugar scrub that nourishes and exfloriates skin . Simple Sugars is an all natural sugar scrub that nourishes and exfoliates the skin. Itâ€™s formulated to be gentle enough for daily use on even the most sensitive skin. The blend of all natural oils leave you feeling silky smooth without the need for additional lotion or moisturizer. Also available for Men, Simple Sugars providesÂ body scrubs, facial scrubs, foot scrub and more. Oh and it smells wonderful too!",1,MC,True,"Simple Sugars is a line of all-natural skincare products for sensitive skin. Made by a young entrepreneur who has first-hand experience with sensitive skin, Simple Sugars is formulated with sugar as the primary exfoliant and blended with noncomedogenic oils and botanicals to make effective yet gentle products that anyone can safely use.",20.0,Personal Care and Cosmetics,Lani Lazzari,"Pittsburgh, PA",http://www.simplesugarsscrub.com,100000.0,10.0,1000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Simple Sugars,4-20,False
420,CoolWraps,shrink wrap gift bags ,1,MC,,,,,,,,,,,,,,,,,,,
420,Traditional Fisheries,"a company that promotes consumption of lionfish, an extremely invasive species, in an effort to help the ecology . a company that promotes consumption of lionfish, an extremely invasive species, in an effort to help the ecology",0,,False,"Traditional Fisheries is the only commercial supplier of lionfish. The company's system of harvesting lionfish yields ample supply and reduces the lionfish population, which is an added benefit because this invasive species is crowing out other varieties of fish in many areas. Lionfish are currently at no risk of over-fishing; completely the contrary, actually. For this reason, it's a fantastic choice of seafood for those seeking to consume fish sustainable. Every lionfish you eat saves a number of more endangered fish from being harvested and/or crowded out of their natural habitat.",20.0,Specialty Food,Gary Groomes and Dave Johnson,"Minneapolis, MN",http://www.traditionalfisheries.com,225000.0,25.0,900000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Traditional Fisheries,4-20,True
419,Baby Loves Disco,children's party entertainment . childrenâ€™s party entertainment,0,,False,Baby Loves Disco throws parties that kids and parents can enjoy out of their custom-fitted disco van.,19.0,Baby and Children's Entertainment,Heather Murphy-Monteith and Andy Hurwitz,"Portland, OR",http://babylovesdisco.com,150000.0,10.0,1500000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Baby Loves Disco,4-19,True
419,CellHelmet,mobile device cases and screen protectors that include device repair service . mobile device cases and screen protectors that include device repair service,0,,,,,,,,,,,,,,,,,,,,
419,CordaRoy's,bean bag chairs that convert into beds . bean bag chairs that convert into beds and that never go flat,1,LG,,,,,,,,,,,,,,,,,,,
419,Lose 12 Inches With Any 12 Workouts,a fitness program that teaches how to improve workout efficiency . a fitness program that teaches how to improve workout efficiency and an exercise machine,1,DJ,,,,,,,,,,,,,,,,,,,
418,Jeska Shoe Company,shoes that can change look and style . shoes that can change look and style,1,DJ,True,A line of shoes that can be continually transformed and updated through interchangeable parts.,18.0,Women's Shoes,Jessica Haynes,"Magnolia, AR",,70000.0,30.0,233333.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Jeska Shoe Company,4-18,False
418,Neo Innovations,a home use tattoo removal device . a home use tattoo removal device,0,,False,"A device for affordable at-home tattoo removal through a process that does not break the surface of the skin, called Black Magic IPL.",18.0,Homeopathic Remedies,Nick Gonzales and Kevin Mack,"Westminster, CO",http://neomagneticlight.com,80000.0,20.0,400000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Neo Innovations,4-18,True
418,Nuts 'n More,fortified nut butters ,1,MC+RH,True,"Nuts 'N More is a line of high-protein nut butters, fortified with whey isolate protein and flaxseed and never with added sugars. Choose from peanut butter, almond butter, and even sesame butter, plain or blended into delicious and unexpected flavor combinations, including Toffee Crunch, Chocolate, and Pumpkin Spice. Each serving of Nuts 'N More butters contains over 10g of protein along with healthy Omega-3 oils, plenty of dietary fiber, and low amounts of net carbs. While most other nut butters on the market--even the more savory ones--tend to be sweetened with sugar, Nuts 'N More instead adds xylitol.",18.0,Specialty Food,"Peter Ferreira, Dennis Iannotti and Neil Cameron","Pawtucket, RI",http://www.nuts-n-more.com,250000.0,20.0,1250000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Nuts 'n More,4-18,True
418,Psi Bands,an acupressure wrist band for relieving nausea . an acupressure wrist band for relieving nausea,0,,,,,,,,,,,,,,,,,,,,
417,Addison's Wonderland,customized children's bedspreads . customized childrenâ€™s bedspreads,0,,False,"Addison's Wonderland makes enchanting bedding and decor for nurseries and children's rooms. Made in the USA, Addison's Wonderland sells a full line of furnishings including duvet covers, upholstered headboards and window treatments.",17.0,Baby and Children's Bedding,Brooke Bryant and Brittany Hayes,"Loganville, GA",http://www.addisonswonderland.com,90000.0,20.0,450000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Addison's Wonderland,4-17,True
417,Hip Chixs,premium denim jeans . premium denim jeans,0,,,,,,,,,,,,,,,,,,,,
417,Muddy Water Camo,more realistic camouflage for duck hunters . more realistic camouflage for duck hunters,0,,False,"Hunting apparel made with a new, specially-designed type of camouflage pattern.",17.0,Outdoor Recreation,Steve Maloney and Steven Kirkpatrick,"Madison, MS",https://www.muddywatercamo.com,150000.0,5.0,3000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Muddy Water Camo,4-17,True
417,Proof Eyewear,handcrafted eyewear made from wood . Proof eyewear are handcrafted sunglasses made from wood framing that at one point started as a seed in the ground and grew into a tree. The process of building each frame is handledÂ by skilled artisans that have a deep passion and skill for wood making.,0,,False,Hand-crafted eyewear made from sustainable wood.,17.0,Men and Women's Accessories,"Taylor, Brooks and Tanner Dame","Boise, ID",http://www.iwantproof.com,150000.0,10.0,1500000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Proof Eyewear,4-17,True
416,Gotta Have S'More,s'more based muffins ,0,,False,"Gotta Have S'more marries muffins with s'mores to make the utterly irresistible s'muffin. The classic camping snack has grown up into a classy and self-contained treat, but just as delectable as always. Although it's more buttoned-up, the s'muffin is still made up of the traditional s'more building blocks: graham cracker, toasted marshmallow, and chocolate. The company doesn't mess around with creative flavors, and that's for the best, because we don't see why you'd want to mess with perfection. If you want to mix things up though, they will make you specialized s'muffins decorated to suit your occassion, whether it's a corporate event, a wedding, or something else altogether. S'muffins are sold on the company's online store and are also available at Williams-Sonoma.",16.0,Specialty Food,Carmen Lindner,"Los Angeles, CA",http://gottahavesmore.com,75000.0,25.0,300000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Gotta Have S'More,4-16,False
416,How Do You Roll?,a create-your-own sushi restaurant . a create-your-own sushi restaurant,1,KOL,True,A chain of quick-service establishments selling quality made-to-order sushi rolls.,16.0,Specialty Food,Peter and Yuen Yung,"Austin, TX",http://howdoyouroll.com,1000000.0,12.0,8333333.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,How Do You Roll?,4-16,True
416,Pretty Padded Room,online psychotherapy services . online psychotherapy services,0,,False,An online portal providing mental health services geared towards women. Pretty Padded Room connects clients with licensed female therapists via video chats or digital diaries for a fraction of the price paid for in-person therapy sessions.,16.0,Online Services,Bea Arthur,"New York, NY",https://prettypaddedroom.com,100000.0,30.0,333333.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Pretty Padded Room,4-16,False
416,SmartWheel,a prototype steering wheel that prevents distracted driving ,1,MC+RH,,,,,,,,,,,,,,,,,,,
415,Grinds,"an alternative to chewing tobacco made from ground coffee . Coffee lovers unite, this is a cool one. Grinds are small pouches of flavored coffee that help you stay stimulated and focused. A healthy alternative to chewing tobacco, Grinds has plenty of B-Vitamins and other important nutrients to get you through the day. Are you grinding yet?",1,DJ+RH,True,"Grinds, or Grinds Coffee Pouches, are small pouches of flavored coffee. Grinds is a tobacco- and nicotine-free product.",15.0,Specialty Food,Matt Canepa and Pat Pezet,"San Francisco, CA",http://www.getgrinds.com,75000.0,10.0,750000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Grinds,4-15,True
415,Hoodie Pillow,"bed and neck pillows with attached hoods . Crafted from premium sweatshirt material, Hoodie Pillow is pure bliss, comfort and travelerâ€™s dream. The oversized hood allows for privacy and blocks light, while the memory foam pillow naturally allows your head and neck to rest. A perfect gift for a businessman or college student always on the go.",1,Others,True,A pillowcase with a built-in hood for added coziness. Also available as an inflatable travel pillow.,15.0,Novelties,Rebecca Rescate and Chris Hindley,"Florence, NJ",http://www.hoodiepillow.com,90000.0,15.0,600000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Hoodie Pillow,4-15,True
415,My Cold Snap,an individual ice chest for single cans . an individual ice chest for single cans,0,,False,A beverage holder that keeps drinks cold.,15.0,Novelties,Scott Duff and Carlos Ortiz,"Austin, TX",,50000.0,100.0,50000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,My Cold Snap,4-15,True
415,The Green Garmento,an eco-friendly garment bag . an eco-friendly garment bag,0,,False,An eco-friendly and functional reusable garment bag that doubles as a hamper.,15.0,Storage and Cleaning Products,Jennie Nigrosh,"North Hollywood, CA",http://thegreengarmento.com,300000.0,20.0,1500000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Green Garmento,4-15,False
414,Bibbitec,a baby bib that covers the whole body ,0,,False,Bibs designed for better coverage and made with a patented fabric that stays stain-free.,14.0,Baby and Child Care,Susie and Steve Taylor,"Miami, FL",http://www.bibbitec.com,40000.0,14.0,285714.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bibbitec,4-14,True
414,CuddleTunes,a teddy bear that plays personalized messages . a teddy bear that plays personalized messages,0,,False,"Kids can listen to voice recordings from a loved one through this teddy bear, which is equipped to receive the recordings remotely from the sender.",14.0,Toys and Games,Mike Robinson,"Los Angeles, CA",http://www.cuddletunes.com,400000.0,20.0,2000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,CuddleTunes,4-14,False
414,SoundBender,"a device that directs sound from iPad speakers towards the user . The ultimate sound enhancer for your tablet. Magnetically and tightly securing to your iPad, Soundbender works by guiding the sound from the speakers back in your direction. In doing so amplifies and enhances yourÂ listening experience for music, movies and video games. Soundbender comes in a variety of colors and attaches to the iPad 2, iPad 3 and iPad 4.",1,DJ,True,"A magnetic, power-free sound amplifier for the iPad.",14.0,Electronics,Rabbi Moshe Weiss,"St. Paul, MN",http://www.thesoundbender.com,54000.0,26.0,207692.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SoundBender,4-14,False
414,Xero Shoes,"sandals for barefoot runners . Studies have shown that being barefoot is better for your body and for your mind. With Xero Shoes Sandals you can abide by this mantra. A modern spin on traditional barefoot running, Xero Shoes are the most comfortable, versatile sandals on the market today. They are non slip, lightweight and protect your feet. Xero Shoes Sandals come in a variety of styles/colors and are available for men and women",0,,False,Sandals designed to be biomechanically identical to being barefoot while still adding a layer of protection.,14.0,Men and Women's Shoes,Lena Phoenix and Steven Sashen,"Boulder, CO",http://xeroshoes.com,400000.0,8.0,5000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Xero Shoes,4-14,True
413,Coffee Joulies,"a capsule that absorbs and releases heat to keep warm beverages at a drinkable temperature for an extended time . Coffee Joulies is an example of a KickStarter campaign done right, garnering about $300,000 more fundingÂ then asked. Joules is a capsule that absorbs and releases heat to keep warm beverages at the temperature you want for a longer period of time than weâ€™re accustomed too. Great on beverages like coffee, tea, hot chocolate and more. If youâ€™re like me and at times neglect your recently poured cup of coffee while working at the computer, this is the perfect solution.",1,DJ+KOL+LG+RH,True,"Coffee Joulies are an inventive new way to keep your coffee at its ideal temperature for hours. Simply drop the silver-colored ""beans"" into your coffee and they will absorb heat when it is too hot, and later release this heat as your drink cools off. Coffee Joulies get your coffee ready to drink (without burning your tongue) sooner and keep it comfortably hot for over five hours. Coffee Joulies use a non-toxic proprietary ""phase change material"" that is encased in foodsafe stainless steel shells. The material absorbs heat above 140 degrees Fahrenheit and releases heat below that threshold. The set of Coffee Joulies includes five Joulies and a carrying pouch.",13.0,Novelties,Dave Jackson and Dave Petrillo,"Pennington, NJ",http://www.joulies.com,150000.0,5.0,3000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Coffee Joulies,4-13,True
413,Sub Zero Ice Cream,an ice cream shop that creates fresh customized dishes that are instantly frozen using liquid nitrogen . an ice cream shop that creates fresh customized dishes that are instantly frozen using liquid nitrogen,0,,False,A chain of ice cream shops where the ice cream is made to-order using liquid nitrogen for rapid freezing.,13.0,Specialty Food,Jerry and Naomi Hancock,"Provo, UT",http://www.subzeroicecream.com,300000.0,12.0,2500000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Sub Zero Ice Cream,4-13,True
413,Teddy Needs a Bath,a bag for cleaning stuffed toys in the washing machine . a bag for cleaning stuffed toys in the washing machine,1,MC,True,A washer and dryer bag specifically designed to protect children's beloved stuffed animals from damage in the wash.,13.0,Storage and Cleaning Products,Nicole Townend,"San Francisco, CA",http://www.teddyneedsabath.com,50000.0,10.0,500000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Teddy Needs a Bath,4-13,False
413,Urbio,modular indoor planters for urban spaces . modular indoor planters for urban spaces,1,LG,True,"Urbio is an innovative modular solution for urban gardening and small space organization. Made with light-weight and durable polypropylene plastic and neodymium magnets, Urbio is a recyclable product available in a variety of vessel sizes.",13.0,Gardening,Jared Aller and Beau Oyler,"Oakland, CA",http://www.myurbio.com,300000.0,12.0,2500000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Urbio,4-13,True
412,ARKEG,an arcade game machine that doubles as a beer tap . an arcade game machine that doubles as a beer tap,0,,False,Arkeg is an arcade game with a beer keg built into its side.,12.0,Party Supplies,Brant Myers and Dan Grimm,"San Luis Obispo, CA",http://www.drinkngame.com,100000.0,33.0,303030.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,ARKEG,4-12,True
412,Dura-Tent,screen tent-like food covers . screen tent food covers,0,,False,"A tabletop food screen that protects food from outdoors pests, featuring a Velcro-fastened door allowing easy access for people.",12.0,Outdoor Recreation,Dan Rothweil,"Poway, CA",http://www.duratent.com,50000.0,30.0,166667.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Dura-Tent,4-12,False
412,Hot Tot,professional hair products for children . professional childrenâ€™s hair products,1,MC,True,Professional-quality hair care products for children without harsh chemicals.,12.0,Baby and Child Care,Megan Gage,"Denver, CO",http://hottot.com,50000.0,15.0,333333.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Hot Tot,4-12,False
412,The GameFace Company,peel-off face masks . peel-off face masks,1,LG+MC,,,,,,,,,,,,,,,,,,,
