season_epi_code,pitched_business_identifier,pitched_business_desc,deal_status,deal_shark,deal,description,episode,category,entrepreneurs,location,website,asked_for,exchange_for_stake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode_season,multiple_entrepreneurs
619,Lumio,"an elegant lighting device that folds like an accordion . Lumio is simply one of those â€œoooh and ahhhâ€ kind of products. Dynamic and multi-functional, Lumio is a hard-cover book when closed and a bright and vivid lamp when opened. Lumio Book Lamp is perfect for when youâ€™re outdoors or on the go and also in the comfort of your own home. It opens up to a full 360 degrees and provides up to 8 hours of LED lighting when charged with a micro-USB charger. Lumio is available in two different book forms including Dark Walnut and Blonde Maple. Each set comes with magnetic wooden pegs for mounting and a leather strap for easy hanging.",1,RH,True,A unique and elegant portable lighting solution.,15.0,Home Accessories,Max Gunawan,"San Francisco, CA",http://www.hellolumio.com,250000.0,8.0,3125000.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lumio,6-15,False
619,Napwell,a sleep mask that uses light to wake the user gradually . The Worldâ€™s First Napping Mask. Fall asleep gently and wake up refreshed with Napwell Sleeping Mask.Â ,0,,False,The world's first napping mask.,15.0,Health and Well-Being,Neil Joglekar and Justin Lee,"Boston, MA",http://napwell.com,100000.0,10.0,1000000.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Napwell,6-15,True
619,TurboPUP,"complete canine meal bars . Fuel your dog with TurboPup K9 Energy Bars. Healthy, human grade, all natural and grain-free, TurboPup is the go-to on the go treat for your pup. The Dog energy bar is a complete meal replacement and full of premium ingredients in one compact bar. TurboPup is a delightful, dog-approved pet food perfect for when you are out on a day hike, camping or an extended trip.",1,Others,True,"A premium, nutritious to-go meal for your dog. The official dog food of the National Association of Search and Rescue.",15.0,Pet Products,Kristina Guerrero,"Bend, OR",http://www.turbopup.com,100000.0,20.0,500000.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,TurboPUP,6-15,False
618,BedRyder,a set of seats with restraints to be installed in the bed of a pickup truck to allow passengers to ride in truck beds legally ,0,,False,The BedRyder product is a removable seating system that allows you to quickly and safely add passenger seating to your pick-up truck.,21.0,Automotive,George Conway,"Austell, GA",http://www.bedryder.com,200000.0,15.0,1333333.0,6.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,BedRyder,6-21,False
618,Coco Jack,a set of tools for easier opening of Thai coconuts and extracting the meat from within . Coco Jack is a safe and easy way to open young Thai Coconuts.,1,Others,True,"Coco Jack is a tool to safely and easily open young Thai coconuts, no matter what your size or strength. The company offers a whole suite of tools to make young Thai coconuts more accessible to consumers.",21.0,Kitchen Tools,Dave Goodman,"Austin, TX",http://www.coco-jack.com,125000.0,10.0,1250000.0,6.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Coco Jack,6-21,False
618,Frill Clothing,"designers and producers of custom clothing for college sororities . Creating looks that empower young women, Frill Clothing designs unified and defined clothing for sorority girls.",1,Others,True,Frill Clothing designs sorority recruitment clothing and donates a portion of each sorority's proceeds to the charity of their choice.,21.0,Women's Apparel,Kate Steadman and Sharon Bui,"Raleigh, NC",http://frillclothing.com,100000.0,20.0,500000.0,6.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Frill Clothing,6-21,True
618,The Twin Z Pillow,"a pillow that is specially designed to aid mothers of multiple children feed two children simultaneously . Momâ€™s of twins, your prayers have been answered! The Twin Z Pillow is the FIRST and ONLY pillow for twins out there on the market today. The pillow has up to six uses; it can be used for breastfeeding and bottle feeding, tummy time, for support, for momâ€™s as a pregnancy pillow and toddlers too. All in all itâ€™s the perfect, most convenient soft pillow for mothers with multiples.Â This cushion is suitable for all sized babies and has a removable washable cover that can be put into any washer machine and dryer combination. Life EASIER for Momâ€™s with multiples!",1,Others,False,"Necessity is the mother of invention, and so it was for Michelle and Jason Barsosky. These parents of twins developed the Twin Z Pillow to help them feed their babies in tandem. Finding that mothers and fathers of singles need all the help and support they can get too, they've also recently launched the One Z Pillow, which is another well-designed nursing pillow made specifically to accommodate one rather than two infants. The Twin Z Pillow and the One Z Pillow are the most comfortable and plush nursing pillows on the market. Both are versatile and can be used in multiple ways to maximize comfort for moms, dads and babies.",21.0,Baby and Child Care,Michelle and Jason Barsosky,"Atlanta, GA",http://www.twinznursingpillow.com,75000.0,10.0,750000.0,6.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,The Twin Z Pillow,6-21,True
617,Keen Home,air vents for smart homes that can control air flow to individual areas ,1,Others,False,"Keen Home makes smart devices to improve the core functions of the home. The company's first product is the Smart Vent, which senses temperature and duct pressure to make intelligent airflow decisions and efficiently increase the comfort of each room.",20.0,Home Accessories,Nayeem Hussain and Ryan Fant,"New York, NY",http://www.keenhome.io,750000.0,10.0,7500000.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Keen Home,6-20,True
617,LuminAID,"an inflatable, solar powered lighting device ",1,Others,,,,,,,,,,,,,,,,,,,
617,Scholly,an app that helps match students to scholarships ,1,Others,True,"Scholly is a mobile and web app that gives high school students, current college students, and graduate students a fast and simple way to find scholarships to pay for college.",20.0,Online Services,Christopher Gray,"Philadelphia, PA",https://www.myscholly.com,40000.0,15.0,266667.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Scholly,6-20,False
617,Taaluma Totes,backpacks made from traditional fabrics from various countries ,0,,False,"Taaluma Totes are travel backpacks paired with countries.  Each backpack is made of fabric from that country, and funds a microloan for a person in that country.",20.0,Men and Women's Accessories,Jack DuFour and Ashley Heffern,"Blacksburg, VA",http://www.carryacountry.com,110000.0,15.0,733333.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Taaluma Totes,6-20,True
616,Balm Chicky Balm Balm,a lip balm container with a secondary tip for sharing with others without spreading germs ,0,,False,"Balm Chicky Balm Balm is a sassy '70s-themed lip gloss brand that's made for value and practicality. Balm Chicky Balm Balm features a patented ""Friend End"" for those times you have a pal in need of lip balm. And, offering three times the quantity of other lip balm brands, there's plenty to go around. Balm Chicky Balm Balm is also certified organic.",17.0,Personal Care and Cosmetics,Liz Moskow and Abby Schwalb,"Portland, OR",https://balmchicky.com,75000.0,20.0,375000.0,6.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Balm Chicky Balm Balm,6-17,True
616,BedJet,"a climate control system for maintaining beds at a desired temperature . Weâ€™ve all been there. Canâ€™t sleep because you are eitherÂ too hot or too cold. If only there was something you could do that would instantly make sleeping in your bed comfortable on any of these given nights. Your solution,Â is here. BedJet is a luxury climate control system that cools or heats within your bed. Itâ€™s especially perfect for couples who have opposite tastes for surrounding temperatures, as BedJet can control the climate of both sides of the bed. No, for real, one side can be cool and the other side warm.",0,,False,"BedJet is the world's first ultra-rapid cooling, heating and climate control system made just for your bed.",17.0,Home Accessories,Mark Aramli,"Newport, RI",http://bedjet.com,250000.0,10.0,2500000.0,6.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,BedJet,6-17,False
616,Drain Strain,"a sink stopper that keeps drains free from hair clogs . Tired of clogged drains? Drain Strain, the Never Clog Drain System is the solution to this annoying and costly problem. With Drain Strain, say good bye to high cost plumber calls and environmentally harmful chemicals for pouring use down your drain. Drain Strain is also preventative in terms of losing valuables such as jewelry and contacts. Drain Strain is easy to install and uninstall too! Just â€œTurn, Lift & Clickâ€.",1,Others,True,"Drain Strain is a revolutionary, never-clog drain stopper.",17.0,Storage and Cleaning Products,Naushad Ali,"Springfield, MO",http://www.drainstrain.com,110000.0,15.0,733333.0,6.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Drain Strain,6-17,False
616,Fresh Patch,"a delivery service for patches of live grass for pet owners without yards . Fresh Patch is real grass and the perfect training solution for your new puppy. Alternative to the traditional pee pad, Fresh Patch uses natural grass, grabbing you petâ€™s instinctive attention. Fresh Patch is full disposable, requiring no emptying, cleaning or disinfecting. Since itâ€™s real grass here, it naturally absorbs urine and controls odors. Itâ€™s also very convenient, eco-friendly and very much affordable. Get your Fresh Patch today!",1,Others,True,"A stylish and eco-friendly alternative to pee pads, Fresh Patch delivers real-grass turf for dogs that don't have their own backyards.",17.0,Pet Products,Andrew Feld,"Davenport, FL",https://www.freshpatch.com,150000.0,10.0,1500000.0,6.0,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Fresh Patch,6-17,False
615,BeverageBoy,a beverage koozie that floats in water ,1,DJ,,,,,,,,,,,,,,,,,,,
615,FunBites,"plastic devices for cutting food into fun shapes for children who are picky eaters . Are your kids picky when it comes to eating healthy food or any food in generalÂ you know they would like if they just tried it? Funbites gives you a fighting chance! Funbites food cutter turns normal food into bite-sized fun shaped your children can enjoy. Coming in a variety of cool shapes and colors, Funbites is strong, durable and made in the USA. They are perfect for pancakes, deli meat, grilled cheese, quesadillas, burgers and more!",1,LG,True,"Funbites is a curved blade cutter that makes it a snap to cut kids' meals into bite-size pieces. With Funbites you can transform boring food into fun and approachable bites. Great for encouraging picky eaters to try new things, Funbites is available in an assortment of geometric shapes. All Funbites cutters work in the same simple way. By fitting the cutter over the food item and pressing down, you can quickly get lots of neatly and evenly cut bites of food ready to go. Funbites is BPA-free, dishwasher-safe, and proudly made in the USA.",18.0,Baby and Child Care,Bobbie Rhoads,"New York, NY",http://funbites.com,75000.0,20.0,375000.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FunBites,6-18,False
615,Himalayan Dog Chew,"high nutrient dog treats made from specially processed yak cheese . OriginallyÂ createdÂ from an ancient Himalayan recipe, Himalayan Dog Chew are hard cheese snacks made of Yak and Cow Milk editable for all sized dogs. Containing all natural products and no preservatives, Himalayan Dog Chews are a healthy, high quality dog chew sure to give your pet plenty of eating entertainment.",0,,False,"Innovative, healthy, and high-quality dog treats. Their main product is a dog chew made from yak meat, inspired by a traditional snack from Nepal.",18.0,Pet Products,"Suman, Sujan and Nishes Shrestha","Mukilteo, WA",http://www.himalayandogchew.com,750000.0,5.0,15000000.0,6.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Himalayan Dog Chew,6-18,True
